content,score,at
good,5,2025-07-20 19:27:25
"love it, helped me learn french",5,2025-07-20 19:25:35
Super happy,5,2025-07-20 19:24:58
Ohh it's very nice app to use it for free because please don't hate me because my favourite country is china am d I love their culture yes and always I most love the Indian culture so I love to watch c drama but most of the best c drama are not dubbed so I thought that wanna I learn Chinese I knew it it is most tough language but it's my hobby so my strike day was 24 so I am learning on Duolingo it's so nice 👍👍🙂,5,2025-07-20 19:24:44
okay this app is really amazing 💯 I've improved beaucoup in my french🇫🇷 speaking Skill Thank you so much for this amazing app,5,2025-07-20 19:21:17
I think that Duolingo needs to not repeat classes 2 I think it can get less ads and the things what about those who don't french they will lose all their hearts the time they will be waiting they can use it to learn. so even if you are are going to continue the hearts thing waiting should be quicker thank you,1,2025-07-20 19:20:59
very good app,5,2025-07-20 19:19:56
Request This app didn't show me the option of international English language please gave me the option...,1,2025-07-20 19:19:31
❤❤❤,5,2025-07-20 19:19:20
so very useful app,5,2025-07-20 19:19:12
it is very good,5,2025-07-20 19:18:33
ဒီအက်ပ်ကိုတကယ်သဘောကျတယ် ဘာသာတစ်လုံးချင်းကိုထပ်ခါထပ်ခါလေ့ကျင့်ပေးတယ်,5,2025-07-20 19:18:16
i luv its streak goals,5,2025-07-20 19:17:28
super Duolingo,5,2025-07-20 19:16:40
it's very helpful,5,2025-07-20 19:16:05
very good,5,2025-07-20 19:15:40
nice is that app for student,5,2025-07-20 19:10:56
Great and fun way to learn a language.,5,2025-07-20 19:10:56
great fun app for learning easy to use,5,2025-07-20 19:10:42
ist Best language app,5,2025-07-20 19:09:36
acha,5,2025-07-20 19:09:30
nice,3,2025-07-20 19:09:24
so nice this duolingo. this app help me for learn English.. but i do not prepare for Avatar please help me to prepare Avatar. no option for avatar,5,2025-07-20 19:08:07
nice,5,2025-07-20 19:07:10
helps with my language beautifully,5,2025-07-20 19:06:42
very good,4,2025-07-20 19:06:10
they really care about me,4,2025-07-20 19:06:06
I like it,4,2025-07-20 19:06:00
Veryyyy good app🎀,5,2025-07-20 19:05:29
bland basic and beginner friendly but if you want to really learn a language you have to add other things not just duo.,3,2025-07-20 19:05:13
very good excellent results,5,2025-07-20 19:05:06
Good for beginners,5,2025-07-20 19:04:19
This app is very good 👍,5,2025-07-20 19:03:58
very good English,5,2025-07-20 19:02:45
very good,5,2025-07-20 19:02:42
Very nice,5,2025-07-20 19:02:21
good,5,2025-07-20 19:01:15
good app for learning any foriegn language,5,2025-07-20 19:00:14
its so much fun ive bin learning korean for a year its so much fun,5,2025-07-20 19:00:07
best app,5,2025-07-20 18:59:13
ots good for study any language i want to study english this app studies me,5,2025-07-20 18:57:55
"having trouble advancing during my spanish lessons. i cannot forward because it shows an error occurred. please solve this, I've already sent a feedback",1,2025-07-20 18:57:34
i gain much thing from this app that i dont know before . thanks Duolingo. 😃😃😃,5,2025-07-20 18:57:28
very very very very very nice 👍👍👍🙂 it learns very good 😊,5,2025-07-20 18:56:51
no chess and I'm paying,1,2025-07-20 18:56:44
"This app is very good, I am learning Chinese so fast and they take their lessons step by step",5,2025-07-20 18:56:30
wonderful app🤩,5,2025-07-20 18:56:29
great one,5,2025-07-20 18:56:01
super,5,2025-07-20 18:55:58
extremely incredible,5,2025-07-20 18:55:41
this app is very helpful 😊😊😊,5,2025-07-20 18:55:19
this is app is very useful for kids and learn it in game way,4,2025-07-20 18:54:34
it's a good app,5,2025-07-20 18:54:32
voice is not comfem,1,2025-07-20 18:54:05
"Honestly, it is one of the best applications of AI out there. Learning a language from a computer is not natural, but the educational scaffolding in DuoLingo is very well designed. Language learning is best done with native speakers, but this is a very close facsimile. To achieve fluency, you will need to use this app for months on end; more practice, more better. Highly recomended.",5,2025-07-20 18:53:48
his face will make you countinue the streak,5,2025-07-20 18:53:03
"please add learning languages from KANNADA it would be helpful and easy to learn ,thank you",3,2025-07-20 18:52:55
it's very easy to learn any language,5,2025-07-20 18:52:35
bes,5,2025-07-20 18:51:49
it's clean,4,2025-07-20 18:51:45
انا عايزه المستوى يرفع شويه ده بيقول كلام اهبل بس حلو صراحه,4,2025-07-20 18:51:43
notifications are a bit much,4,2025-07-20 18:51:41
v.good👍👍,5,2025-07-20 18:51:12
Excellent for building a daily habit.,5,2025-07-20 18:50:50
this is best friend 15,5,2025-07-20 18:48:54
good,5,2025-07-20 18:48:48
very you must do that😃😃,5,2025-07-20 18:48:02
I'm giving it 5 stars because it has really helped me with learning spanish it's the best app for learning different languages,5,2025-07-20 18:47:55
Great,5,2025-07-20 18:47:49
It's a wonder language leaning app,4,2025-07-20 18:47:15
top duo lingo and very easy to learn languages,5,2025-07-20 18:46:38
Superb App for beginners.,4,2025-07-20 18:46:37
good for us,5,2025-07-20 18:46:34
great app,5,2025-07-20 18:45:32
This app is very fun to learn a new language,5,2025-07-20 18:45:30
Great and fun way to learn Spanish,5,2025-07-20 18:44:32
I honestly love it so much it helps me to get better at my languages,5,2025-07-20 18:44:28
not to learn English better,5,2025-07-20 18:43:17
must try this app,5,2025-07-20 18:42:38
this is the best language teacher everrrr,5,2025-07-20 18:42:24
best app to learn a new language,5,2025-07-20 18:41:49
so many type language I love this,5,2025-07-20 18:41:13
確実に上達できる過程が自覚できて良いです！,5,2025-07-20 18:40:59
it's good and very useful for those who want to learn a language for any reason. I like it,4,2025-07-20 18:40:24
best for all of them,5,2025-07-20 18:38:45
the best learning app,5,2025-07-20 18:38:04
"Easy to use. Simple explanations and easy to learn with this ap. I'll be continuing to use this while I can. it's just a little pricey, but I guess it's worth it because I am doing better with this than any other app so far",4,2025-07-20 18:37:06
Duolingo is a very fun and learning app,5,2025-07-20 18:35:57
The best ever,5,2025-07-20 18:35:37
😍this app is amazing ❤,1,2025-07-20 18:34:48
nice app,5,2025-07-20 18:34:42
nakakapag aral ako ng mabuti nang espanyol kahit ako ay Isang Bata pa lamang ()_() (•w•),5,2025-07-20 18:34:22
"I improve my English, so good Duolingo app I am so thank you.",5,2025-07-20 18:34:15
"The one thing I like about this is that even when I forget to practice, I was reminded for the next lesson.It's been great.",5,2025-07-20 18:33:53
interactive and funny,5,2025-07-20 18:33:53
very good app,5,2025-07-20 18:33:52
Awesome application for learning languages,5,2025-07-20 18:33:40
It's very easy to use and fun to use.My granddaughter loves learning spanish with me,5,2025-07-20 18:33:28
The leader board doesn't always update itself. Especially when you are winning a league,1,2025-07-20 18:32:50
best,5,2025-07-20 18:32:19
very nice 👍 english learning platform very good 😊 app so nice this app,4,2025-07-20 18:32:04
very interesting app,5,2025-07-20 18:31:42
This app is very helpful to peoples and easy platform to speaking English,4,2025-07-20 18:31:35
500/💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯,5,2025-07-20 18:30:56
hello Duolingo I am learning English and I am average speaking English but not lost I trying my best,5,2025-07-20 18:28:42
learning a language on duolingo is easy.,5,2025-07-20 18:28:26
please add the Persian,5,2025-07-20 18:28:01
best app and very helpful for my English learning journey. thank you duo,5,2025-07-20 18:27:57
has many languages but doesn't have any from places like Africa etc like yoruba and more,3,2025-07-20 18:27:43
it is good but needs update,5,2025-07-20 18:27:36
बहुत बढ़िया ऐप हे मुझे काफी सीखने मिला,5,2025-07-20 18:27:29
very nice 👍,5,2025-07-20 18:27:23
amazing this is really helping me for in the future,5,2025-07-20 18:27:06
by this app I like this app because it feels like a game and the language is very easy very easy to learn but there is one problem they come home if you don't do your Spanish lessons,4,2025-07-20 18:26:41
very very good app😚 😍😍😍😍😍😍 very much ❤❤❤❤🌹🤛🤛😊,5,2025-07-20 18:25:28
best app in the world 🌍,5,2025-07-20 18:24:57
it's very awesome app I like it lot,5,2025-07-20 18:23:47
The English Best app,4,2025-07-20 18:22:58
It's a very good learning aap,5,2025-07-20 18:21:26
good luck hahahhah,5,2025-07-20 18:20:30
A very easy and understanding app.,5,2025-07-20 18:20:13
Duolingo has been garbage since they started focusing on AI-generated content.,1,2025-07-20 18:19:57
I like this app it is really improving my English,5,2025-07-20 18:19:51
"As a free user, the app is great, but definitely not good or the best. It teaches you SOME basics, but, despite some stuff that could be useful, you CAN'T really hold a conversation with a native speaker of the language that you're learning (Chinese in my case). The grammar isn't really explained, and, in some of my HanZi practice lessons, certain characters that I met are MISSING, along with some other issues I had with this learning app. The AI reading is also terrible. Not so useful app.",3,2025-07-20 18:19:40
"this is the best way to learn a new language, and they even have a way to learn music",5,2025-07-20 18:17:44
Im really enjoying it ❤️ thanks Duolingo,4,2025-07-20 18:16:11
good experience,5,2025-07-20 18:15:22
nice 👍,5,2025-07-20 18:15:03
so far love it. went to free trial level...lol,5,2025-07-20 18:14:58
I enjoy learning English by using this app. it is fantastic.,5,2025-07-20 18:14:37
best game ever try it if you are going to travel 🧳❤️❤️,5,2025-07-20 18:13:28
this is amazing platform,5,2025-07-20 18:09:33
best,5,2025-07-20 18:08:46
I like it improved my English,5,2025-07-20 18:07:10
very nice,5,2025-07-20 18:05:22
"Duolingo is a fun app yesterday.I thought it would have helped me at all with Chinese, but it did.It's a really good app.You should get it!",5,2025-07-20 18:05:16
It is the best language learning app I have ever tryed.,5,2025-07-20 18:03:48
good. expand vocabulary and intense program on extras. and u good,4,2025-07-20 18:03:42
Amazingggg,5,2025-07-20 18:03:09
It is best language learning app for all,5,2025-07-20 18:01:07
this aap is very good for learning any language and it's also so interesting,5,2025-07-20 17:59:49
Hate it when I'm trying to complete my dailies and when I'm about to finish my dailies change even though the timer says they won't change for another 13 hours.,1,2025-07-20 17:59:36
it was rally good the only downside is how long you have to wait to get more hearts,4,2025-07-20 17:59:26
duolingo is good,5,2025-07-20 17:59:14
very use Full,5,2025-07-20 17:59:12
good learning skill,5,2025-07-20 17:58:54
the funny moments after you complete a lesson keeps me motivated. duolingo is also very easy to use,5,2025-07-20 17:57:53
👍👍❤️❤️,5,2025-07-20 17:57:32
"love this app, you learn so much.",5,2025-07-20 17:57:26
